date,shoe_ID,model,side,location,final_mm,,,
1/23/2020,R24,Adidas ultraBOOST Parley white,R,outer_arch,1.74,,,
1/23/2020,R24,Adidas ultraBOOST Parley white,R,tip,1.39,,,
1/23/2020,R24,Adidas ultraBOOST Parley white,R,tip,1.15,,,
1/23/2020,R24,Adidas ultraBOOST Parley white,R,tip,1.27,,,
1/23/2020,L24,Adidas ultraBOOST Parley white,L,heel,1.49,,,
1/23/2020,L24,Adidas ultraBOOST Parley white,L,heel,1.50,,,
1/23/2020,L24,Adidas ultraBOOST Parley white,L,heel,1.51,,,
1/23/2020,L24,Adidas ultraBOOST Parley white,L,ball,1.72,,,
1/23/2020,L24,Adidas ultraBOOST Parley white,L,ball,1.69,,,
1/23/2020,L24,Adidas ultraBOOST Parley white,L,ball,1.61,,,
1/23/2020,L24,Adidas ultraBOOST Parley white,L,outer_arch,1.72,,,
1/23/2020,L24,Adidas ultraBOOST Parley white,L,outer_arch,1.65,,,
1/23/2020,L24,Adidas ultraBOOST Parley white,L,outer_arch,1.70,,,
1/23/2020,L24,Adidas ultraBOOST Parley white,L,tip,1.19,,,
1/23/2020,L24,Adidas ultraBOOST Parley white,L,tip,1.48,,,
1/23/2020,L24,Adidas ultraBOOST Parley white,L,tip,1.41,,,
1/23/2020,R17,Adidas ultraBOOST Parley black,R,heel,1.26,,,
1/23/2020,R17,Adidas ultraBOOST Parley black,R,heel,1.34,,,
1/23/2020,R17,Adidas ultraBOOST Parley black,R,heel,1.33,,,
1/23/2020,R17,Adidas ultraBOOST Parley black,R,ball,1.10,,,
1/23/2020,R17,Adidas ultraBOOST Parley black,R,ball,1.07,,,
1/23/2020,R17,Adidas ultraBOOST Parley black,R,ball,1.09,,,
1/23/2020,R17,Adidas ultraBOOST Parley black,R,outer_arch,1.51,,,
1/23/2020,R17,Adidas ultraBOOST Parley black,R,outer_arch,1.53,,,
1/23/2020,R17,Adidas ultraBOOST Parley black,R,outer_arch,1.58,,,
1/23/2020,R17,Adidas ultraBOOST Parley black,R,tip,1.26,,,
1/23/2020,R17,Adidas ultraBOOST Parley black,R,tip,1.27,,,
1/23/2020,R17,Adidas ultraBOOST Parley black,R,tip,1.26,,,
1/23/2020,L17,Adidas ultraBOOST Parley white,L,heel,1.05,,,
1/23/2020,L17,Adidas ultraBOOST Parley white,L,heel,0.99,,,
1/23/2020,L17,Adidas ultraBOOST Parley white,L,heel,1.09,,,
1/23/2020,L17,Adidas ultraBOOST Parley white,L,ball,0.68,,,
1/23/2020,L17,Adidas ultraBOOST Parley white,L,ball,0.70,,,
1/23/2020,L17,Adidas ultraBOOST Parley white,L,ball,0.72,,,
1/23/2020,L17,Adidas ultraBOOST Parley white,L,outer_arch,1.29,,,
1/23/2020,L17,Adidas ultraBOOST Parley white,L,outer_arch,1.29,,,
1/23/2020,L17,Adidas ultraBOOST Parley white,L,outer_arch,1.19,,,
1/23/2020,L17,Adidas ultraBOOST Parley white,L,tip,0.93,,,
1/23/2020,L17,Adidas ultraBOOST Parley white,L,tip,0.94,,,
1/23/2020,L17,Adidas ultraBOOST Parley white,L,tip,1.00,,,
1/23/2020,R18,Adidas ultraBOOST Parley white,R,heel,1.60,,,
1/23/2020,R18,Adidas ultraBOOST Parley white,R,heel,1.54,,,
1/23/2020,R18,Adidas ultraBOOST Parley white,R,heel,1.57,,,
1/23/2020,R18,Adidas ultraBOOST Parley white,R,ball,1.77,,,
1/23/2020,R18,Adidas ultraBOOST Parley white,R,ball,1.76,,,
1/23/2020,R18,Adidas ultraBOOST Parley white,R,ball,1.77,,,
1/23/2020,R18,Adidas ultraBOOST Parley white,R,outer_arch,1.81,,,
1/23/2020,R18,Adidas ultraBOOST Parley white,R,outer_arch,1.79,,,
1/23/2020,R18,Adidas ultraBOOST Parley white,R,outer_arch,1.72,,,
1/23/2020,R18,Adidas ultraBOOST Parley white,R,tip,1.08,,,
1/23/2020,R18,Adidas ultraBOOST Parley white,R,tip,1.07,,,
1/23/2020,R18,Adidas ultraBOOST Parley white,R,tip,1.19,,,
1/23/2020,L18,Adidas ultraBOOST Parley white,L,heel,1.49,,,
1/23/2020,L18,Adidas ultraBOOST Parley white,L,heel,1.45,,,
1/23/2020,L18,Adidas ultraBOOST Parley white,L,heel,1.44,,,
1/23/2020,L18,Adidas ultraBOOST Parley white,L,ball,1.60,,,
1/23/2020,L18,Adidas ultraBOOST Parley white,L,ball,1.50,,,
1/23/2020,L18,Adidas ultraBOOST Parley white,L,ball,1.52,,,
1/23/2020,L18,Adidas ultraBOOST Parley white,L,outer_arch,1.65,,,
1/23/2020,L18,Adidas ultraBOOST Parley white,L,outer_arch,1.55,,,
1/23/2020,L18,Adidas ultraBOOST Parley white,L,outer_arch,1.61,,,
1/23/2020,L18,Adidas ultraBOOST Parley white,L,tip,1.32,,,
1/23/2020,L18,Adidas ultraBOOST Parley white,L,tip,1.31,,,
1/23/2020,L18,Adidas ultraBOOST Parley white,L,tip,1.31,,,
1/23/2020,R19,Adidas ultraBOOST Parley white,R,heel,1.52,,,
1/23/2020,R19,Adidas ultraBOOST Parley white,R,heel,1.53,,,
1/23/2020,R19,Adidas ultraBOOST Parley white,R,heel,1.52,,,
1/23/2020,R19,Adidas ultraBOOST Parley white,R,ball,1.56,,,
1/23/2020,R19,Adidas ultraBOOST Parley white,R,ball,1.50,,,
1/23/2020,R19,Adidas ultraBOOST Parley white,R,ball,1.51,,,
1/23/2020,R19,Adidas ultraBOOST Parley white,R,outer_arch,1.53,,,
1/23/2020,R19,Adidas ultraBOOST Parley white,R,outer_arch,1.58,,,
1/23/2020,R19,Adidas ultraBOOST Parley white,R,outer_arch,1.52,,,
1/23/2020,R19,Adidas ultraBOOST Parley white,R,tip,1.26,,,
1/23/2020,R19,Adidas ultraBOOST Parley white,R,tip,1.22,,,
1/23/2020,R19,Adidas ultraBOOST Parley white,R,tip,1.34,,,
1/23/2020,L19,Adidas ultraBOOST Parley white,L,heel,1.12,,,
1/23/2020,L19,Adidas ultraBOOST Parley white,L,heel,1.14,,,
1/23/2020,L19,Adidas ultraBOOST Parley white,L,heel,1.16,,,
1/23/2020,L19,Adidas ultraBOOST Parley white,L,ball,1.35,,,
1/23/2020,L19,Adidas ultraBOOST Parley white,L,ball,1.32,,,
1/23/2020,L19,Adidas ultraBOOST Parley white,L,ball,1.33,,,
1/23/2020,L19,Adidas ultraBOOST Parley white,L,outer_arch,1.53,,,
1/23/2020,L19,Adidas ultraBOOST Parley white,L,outer_arch,1.51,,,
1/23/2020,L19,Adidas ultraBOOST Parley white,L,outer_arch,1.49,,,
1/23/2020,L19,Adidas ultraBOOST Parley white,L,tip,1.41,,,
1/23/2020,L19,Adidas ultraBOOST Parley white,L,tip,1.39,,,
1/23/2020,L19,Adidas ultraBOOST Parley white,L,tip,1.47,,,
1/23/2020,R32,Parley Prime LTD ADIZERO white,R,heel,1.20,,,
1/23/2020,R32,Parley Prime LTD ADIZERO white,R,heel,1.23,,,
1/23/2020,R32,Parley Prime LTD ADIZERO white,R,heel,1.19,,,
1/23/2020,R32,Parley Prime LTD ADIZERO white,R,ball,0.79,,,
1/23/2020,R32,Parley Prime LTD ADIZERO white,R,ball,0.79,,,
1/23/2020,R32,Parley Prime LTD ADIZERO white,R,ball,0.84,,,
1/23/2020,R32,Parley Prime LTD ADIZERO white,R,outer_arch,0.87,,,
1/23/2020,R32,Parley Prime LTD ADIZERO white,R,outer_arch,0.81,,,
1/23/2020,R32,Parley Prime LTD ADIZERO white,R,outer_arch,0.84,,,
1/23/2020,R32,Parley Prime LTD ADIZERO white,R,tip,0.88,,,
1/23/2020,R32,Parley Prime LTD ADIZERO white,R,tip,0.87,,,
1/23/2020,R32,Parley Prime LTD ADIZERO white,R,tip,0.85,,,
1/23/2020,L32,Parley Prime LTD ADIZERO white,L,heel,1.38,,,
1/23/2020,L32,Parley Prime LTD ADIZERO white,L,heel,1.39,,,
1/23/2020,L32,Parley Prime LTD ADIZERO white,L,heel,1.38,,,
1/23/2020,L32,Parley Prime LTD ADIZERO white,L,ball,0.92,,,
1/23/2020,L32,Parley Prime LTD ADIZERO white,L,ball,0.93,,,
1/23/2020,L32,Parley Prime LTD ADIZERO white,L,ball,0.94,,,
1/23/2020,L32,Parley Prime LTD ADIZERO white,L,outer_arch,1.02,,,
1/23/2020,L32,Parley Prime LTD ADIZERO white,L,outer_arch,0.98,,,
1/23/2020,L32,Parley Prime LTD ADIZERO white,L,outer_arch,1.04,,,
1/23/2020,L32,Parley Prime LTD ADIZERO white,L,tip,0.27,,,
1/23/2020,L32,Parley Prime LTD ADIZERO white,L,tip,0.18,,,
1/23/2020,L32,Parley Prime LTD ADIZERO white,L,tip,0.19,,,
1/23/2020,R39,Parley Prime LTD ADIZERO white,R,heel,1.24,,,
1/23/2020,R39,Parley Prime LTD ADIZERO white,R,heel,1.16,,,
1/23/2020,R39,Parley Prime LTD ADIZERO white,R,heel,1.24,,,
1/23/2020,R39,Parley Prime LTD ADIZERO white,R,ball,1.54,,,
1/23/2020,R39,Parley Prime LTD ADIZERO white,R,ball,1.53,,,
1/23/2020,R39,Parley Prime LTD ADIZERO white,R,ball,1.57,,,
1/23/2020,R39,Parley Prime LTD ADIZERO white,R,outer_arch,1.05,,,
1/23/2020,R39,Parley Prime LTD ADIZERO white,R,outer_arch,1.07,,,
1/23/2020,R39,Parley Prime LTD ADIZERO white,R,outer_arch,1.07,,,
1/23/2020,R39,Parley Prime LTD ADIZERO white,R,tip,1.01,,,
1/23/2020,R39,Parley Prime LTD ADIZERO white,R,tip,1.04,,,
1/23/2020,R39,Parley Prime LTD ADIZERO white,R,tip,1.04,,,
1/23/2020,L39,Parley Prime LTD ADIZERO white,L,heel,1.33,,,
1/23/2020,L39,Parley Prime LTD ADIZERO white,L,heel,1.22,,,
1/23/2020,L39,Parley Prime LTD ADIZERO white,L,heel,1.34,,,
1/23/2020,L39,Parley Prime LTD ADIZERO white,L,ball,1.26,,,
1/23/2020,L39,Parley Prime LTD ADIZERO white,L,ball,1.34,,,
1/23/2020,L39,Parley Prime LTD ADIZERO white,L,ball,1.30,,,
1/23/2020,L39,Parley Prime LTD ADIZERO white,L,outer_arch,1.10,,,
1/23/2020,L39,Parley Prime LTD ADIZERO white,L,outer_arch,1.09,,,
1/23/2020,L39,Parley Prime LTD ADIZERO white,L,outer_arch,1.07,,,
1/23/2020,L39,Parley Prime LTD ADIZERO white,L,tip,1.09,,,
1/23/2020,L39,Parley Prime LTD ADIZERO white,L,tip,1.11,,,
1/23/2020,L39,Parley Prime LTD ADIZERO white,L,tip,1.08,,,
1/23/2020,R33,Parley Prime LTD ADIZERO black,R,heel,1.11,,,
1/23/2020,R33,Parley Prime LTD ADIZERO black,R,heel,1.11,,,
1/23/2020,R33,Parley Prime LTD ADIZERO black,R,heel,1.14,,,
1/23/2020,R33,Parley Prime LTD ADIZERO black,R,ball,1.64,,,
1/23/2020,R33,Parley Prime LTD ADIZERO black,R,ball,1.54,,,
1/23/2020,R33,Parley Prime LTD ADIZERO black,R,ball,1.52,,,
1/23/2020,R33,Parley Prime LTD ADIZERO black,R,outer_arch,1.18,,,
1/23/2020,R33,Parley Prime LTD ADIZERO black,R,outer_arch,1.13,,,
1/23/2020,R33,Parley Prime LTD ADIZERO black,R,outer_arch,1.11,,,
1/23/2020,R33,Parley Prime LTD ADIZERO black,R,tip,1.29,,,
1/23/2020,R33,Parley Prime LTD ADIZERO black,R,tip,1.36,,,
1/23/2020,R33,Parley Prime LTD ADIZERO black,R,tip,1.33,,,
1/23/2020,L33,Parley Prime LTD ADIZERO black,L,heel,1.28,,,
1/23/2020,L33,Parley Prime LTD ADIZERO black,L,heel,1.23,,,
1/23/2020,L33,Parley Prime LTD ADIZERO black,L,heel,1.27,,,
1/23/2020,L33,Parley Prime LTD ADIZERO black,L,ball,1.63,,,
1/23/2020,L33,Parley Prime LTD ADIZERO black,L,ball,1.59,,,
1/23/2020,L33,Parley Prime LTD ADIZERO black,L,ball,1.63,,,
1/23/2020,L33,Parley Prime LTD ADIZERO black,L,outer_arch,0.92,,,
1/23/2020,L33,Parley Prime LTD ADIZERO black,L,outer_arch,0.94,,,
1/23/2020,L33,Parley Prime LTD ADIZERO black,L,outer_arch,0.92,,,
1/23/2020,L33,Parley Prime LTD ADIZERO black,L,tip,1.30,,,
1/23/2020,L33,Parley Prime LTD ADIZERO black,L,tip,1.27,,,
1/23/2020,L33,Parley Prime LTD ADIZERO black,L,tip,1.34,,,
1/23/2020,R43,Parley Prime LTD ADIZERO black,R,heel,1.31,,,
1/23/2020,R43,Parley Prime LTD ADIZERO black,R,heel,1.29,,,
1/23/2020,R43,Parley Prime LTD ADIZERO black,R,heel,1.28,,,
1/23/2020,R43,Parley Prime LTD ADIZERO black,R,ball,1.63,,,
1/23/2020,R43,Parley Prime LTD ADIZERO black,R,ball,1.48,,,
1/23/2020,R43,Parley Prime LTD ADIZERO black,R,ball,1.41,,,
1/23/2020,R43,Parley Prime LTD ADIZERO black,R,outer_arch,1.21,,,
1/23/2020,R43,Parley Prime LTD ADIZERO black,R,outer_arch,1.25,,,
1/23/2020,R43,Parley Prime LTD ADIZERO black,R,outer_arch,1.22,,,
1/23/2020,R43,Parley Prime LTD ADIZERO black,R,tip,1.26,,,
1/23/2020,R43,Parley Prime LTD ADIZERO black,R,tip,1.18,,,
1/23/2020,R43,Parley Prime LTD ADIZERO black,R,tip,1.20,,,
1/23/2020,L43,Parley Prime LTD ADIZERO black,L,heel,1.35,,,
1/23/2020,L43,Parley Prime LTD ADIZERO black,L,heel,1.33,,,
1/23/2020,L43,Parley Prime LTD ADIZERO black,L,heel,1.34,,,
1/23/2020,L43,Parley Prime LTD ADIZERO black,L,ball,1.76,,,
1/23/2020,L43,Parley Prime LTD ADIZERO black,L,ball,1.75,,,
1/23/2020,L43,Parley Prime LTD ADIZERO black,L,ball,1.72,,,
1/23/2020,L43,Parley Prime LTD ADIZERO black,L,outer_arch,0.81,,,
1/23/2020,L43,Parley Prime LTD ADIZERO black,L,outer_arch,0.85,,,
1/23/2020,L43,Parley Prime LTD ADIZERO black,L,outer_arch,0.80,,,
1/23/2020,L43,Parley Prime LTD ADIZERO black,L,tip,1.07,,,
1/23/2020,L43,Parley Prime LTD ADIZERO black,L,tip,1.07,,,
1/23/2020,L43,Parley Prime LTD ADIZERO black,L,tip,1.06,,,
1/23/2020,R46,Parley Prime LTD ADIZERO black,R,heel,1.15,,,
1/23/2020,R46,Parley Prime LTD ADIZERO black,R,heel,1.20,,,
1/23/2020,R46,Parley Prime LTD ADIZERO black,R,heel,1.16,,,
1/23/2020,R46,Parley Prime LTD ADIZERO black,R,ball,1.72,,,
1/23/2020,R46,Parley Prime LTD ADIZERO black,R,ball,1.70,,,
1/23/2020,R46,Parley Prime LTD ADIZERO black,R,ball,1.69,,,
1/23/2020,R46,Parley Prime LTD ADIZERO black,R,outer_arch,0.66,,,
1/23/2020,R46,Parley Prime LTD ADIZERO black,R,outer_arch,0.68,,,
1/23/2020,R46,Parley Prime LTD ADIZERO black,R,outer_arch,0.69,,,
1/23/2020,R46,Parley Prime LTD ADIZERO black,R,tip,1.18,,,
1/23/2020,R46,Parley Prime LTD ADIZERO black,R,tip,1.09,,,
1/23/2020,R46,Parley Prime LTD ADIZERO black,R,tip,1.06,,,
1/23/2020,L46,Parley Prime LTD ADIZERO black,L,heel,1.20,,,
1/23/2020,L46,Parley Prime LTD ADIZERO black,L,heel,1.17,,,
1/23/2020,L46,Parley Prime LTD ADIZERO black,L,heel,1.21,,,
1/23/2020,L46,Parley Prime LTD ADIZERO black,L,ball,1.47,,,
1/23/2020,L46,Parley Prime LTD ADIZERO black,L,ball,1.54,,,
1/23/2020,L46,Parley Prime LTD ADIZERO black,L,ball,1.49,,,
1/23/2020,L46,Parley Prime LTD ADIZERO black,L,outer_arch,0.86,,,
1/23/2020,L46,Parley Prime LTD ADIZERO black,L,outer_arch,0.89,,,
1/23/2020,L46,Parley Prime LTD ADIZERO black,L,outer_arch,0.85,,,
1/23/2020,L46,Parley Prime LTD ADIZERO black,L,tip,0.97,,,
1/23/2020,L46,Parley Prime LTD ADIZERO black,L,tip,0.90,,,
1/23/2020,L46,Parley Prime LTD ADIZERO black,L,tip,1.12,,,
1/23/2020,R45,Parley Prime LTD ADIZERO black,R,heel,1.14,,,
1/23/2020,R45,Parley Prime LTD ADIZERO black,R,heel,1.05,,,
1/23/2020,R45,Parley Prime LTD ADIZERO black,R,heel,1.11,,,
1/23/2020,R45,Parley Prime LTD ADIZERO black,R,ball,1.58,,,
1/23/2020,R45,Parley Prime LTD ADIZERO black,R,ball,1.60,,,
1/23/2020,R45,Parley Prime LTD ADIZERO black,R,ball,1.58,,,
1/23/2020,R45,Parley Prime LTD ADIZERO black,R,outer_arch,1.14,,,
1/23/2020,R45,Parley Prime LTD ADIZERO black,R,outer_arch,1.12,,,
1/23/2020,R45,Parley Prime LTD ADIZERO black,R,outer_arch,1.08,,,
1/23/2020,R45,Parley Prime LTD ADIZERO black,R,tip,1.09,,,
1/23/2020,R45,Parley Prime LTD ADIZERO black,R,tip,1.11,,,
1/23/2020,R45,Parley Prime LTD ADIZERO black,R,tip,1.07,,,
1/23/2020,L45,Parley Prime LTD ADIZERO black,L,heel,1.24,,,
1/23/2020,L45,Parley Prime LTD ADIZERO black,L,heel,1.19,,,
1/23/2020,L45,Parley Prime LTD ADIZERO black,L,heel,1.23,,,
1/23/2020,L45,Parley Prime LTD ADIZERO black,L,ball,1.89,,,
1/23/2020,L45,Parley Prime LTD ADIZERO black,L,ball,1.80,,,
1/23/2020,L45,Parley Prime LTD ADIZERO black,L,ball,1.85,,,
1/23/2020,L45,Parley Prime LTD ADIZERO black,L,outer_arch,0.89,,,
1/23/2020,L45,Parley Prime LTD ADIZERO black,L,outer_arch,0.83,,,
1/23/2020,L45,Parley Prime LTD ADIZERO black,L,outer_arch,0.83,,,
1/23/2020,L45,Parley Prime LTD ADIZERO black,L,tip,1.13,,,
1/23/2020,L45,Parley Prime LTD ADIZERO black,L,tip,1.10,,,
1/23/2020,L45,Parley Prime LTD ADIZERO black,L,tip,1.10,,,
1/23/2020,R52,Reebok Endless Run,R,heel,1.81,,,
1/23/2020,R52,Reebok Endless Run,R,heel,1.80,,,
1/23/2020,R52,Reebok Endless Run,R,heel,1.77,,,
1/23/2020,R52,Reebok Endless Run,R,ball,1.32,,,
1/23/2020,R52,Reebok Endless Run,R,ball,1.39,,,
1/23/2020,R52,Reebok Endless Run,R,ball,1.39,,,
1/23/2020,R52,Reebok Endless Run,R,outer_arch,1.99,,,
1/23/2020,R52,Reebok Endless Run,R,outer_arch,1.95,,,
1/23/2020,R52,Reebok Endless Run,R,outer_arch,1.95,,,
1/23/2020,R52,Reebok Endless Run,R,tip,1.46,,,
1/23/2020,R52,Reebok Endless Run,R,tip,1.43,,,
1/23/2020,R52,Reebok Endless Run,R,tip,1.50,,,
1/23/2020,L52,Reebok Endless Run,L,heel,1.64,,,
1/23/2020,L52,Reebok Endless Run,L,heel,1.60,,,
1/23/2020,L52,Reebok Endless Run,L,heel,1.57,,,
1/23/2020,L52,Reebok Endless Run,L,ball,1.34,,,
1/23/2020,L52,Reebok Endless Run,L,ball,1.35,,,
1/23/2020,L52,Reebok Endless Run,L,ball,1.38,,,
1/23/2020,L52,Reebok Endless Run,L,outer_arch,1.97,,,
1/23/2020,L52,Reebok Endless Run,L,outer_arch,1.90,,,
1/23/2020,L52,Reebok Endless Run,L,outer_arch,1.89,,,
1/23/2020,L52,Reebok Endless Run,L,tip,1.58,,,
1/23/2020,L52,Reebok Endless Run,L,tip,1.55,,,
1/23/2020,L52,Reebok Endless Run,L,tip,1.53,,,
