date,shoe_ID,model,side,location,final_mm,,,
1/21/2020,L60,Adidas Nizza(60A) black,L,heel,1.77,,,
1/21/2020,L60,Adidas Nizza(60A) black,L,heel,1.73,,,
1/21/2020,L60,Adidas Nizza(60A) black,L,heel,1.70,,,
1/21/2020,L60,Adidas Nizza(60A) black,L,ball,1.98,,,
1/21/2020,L60,Adidas Nizza(60A) black,L,ball,2.00,,,
1/21/2020,L60,Adidas Nizza(60A) black,L,ball,1.99,,,
1/21/2020,L60,Adidas Nizza(60A) black,L,outer_arch,3.44,,,
1/21/2020,L60,Adidas Nizza(60A) black,L,outer_arch,3.22,,,
1/21/2020,L60,Adidas Nizza(60A) black,L,outer_arch,3.21,,,
1/21/2020,L60,Adidas Nizza(60A) black,L,tip,2.98,,,
1/21/2020,L60,Adidas Nizza(60A) black,L,tip,2.89,,,
1/21/2020,L60,Adidas Nizza(60A) black,L,tip,2.93,,,
1/21/2020,R57,Adidas Nizza(60A) black,R,heel,1.71,,,
1/21/2020,R57,Adidas Nizza(60A) black,R,heel,1.76,,,
1/21/2020,R57,Adidas Nizza(60A) black,R,heel,1.52,,,
1/21/2020,R57,Adidas Nizza(60A) black,R,ball,3.00,,,
1/21/2020,R57,Adidas Nizza(60A) black,R,ball,3.05,,,
1/21/2020,R57,Adidas Nizza(60A) black,R,ball,3.09,,,
1/21/2020,R57,Adidas Nizza(60A) black,R,outer_arch,2.81,,,
1/21/2020,R57,Adidas Nizza(60A) black,R,outer_arch,2.70,,,
1/21/2020,R57,Adidas Nizza(60A) black,R,outer_arch,2.60,,,
1/21/2020,R57,Adidas Nizza(60A) black,R,tip,2.92,,,
1/21/2020,R57,Adidas Nizza(60A) black,R,tip,2.97,,,
1/21/2020,R57,Adidas Nizza(60A) black,R,tip,2.94,,,
1/21/2020,L57,Adidas Nizza(60A) black,L,heel,1.70,,,
1/21/2020,L57,Adidas Nizza(60A) black,L,heel,1.72,,,
1/21/2020,L57,Adidas Nizza(60A) black,L,heel,1.69,,,
1/21/2020,L57,Adidas Nizza(60A) black,L,ball,2.09,,,
1/21/2020,L57,Adidas Nizza(60A) black,L,ball,2.03,,,
1/21/2020,L57,Adidas Nizza(60A) black,L,ball,2.03,,,
1/21/2020,L57,Adidas Nizza(60A) black,L,outer_arch,3.05,,,
1/21/2020,L57,Adidas Nizza(60A) black,L,outer_arch,2.77,,,
1/21/2020,L57,Adidas Nizza(60A) black,L,outer_arch,2.94,,,
1/21/2020,L57,Adidas Nizza(60A) black,L,tip,2.88,,,
1/21/2020,L57,Adidas Nizza(60A) black,L,tip,2.85,,,
1/21/2020,L57,Adidas Nizza(60A) black,L,tip,2.87,,,
1/21/2020,R29,Adidas Nizza(50A syn) white,R,heel,1.38,,,
1/21/2020,R29,Adidas Nizza(50A syn) white,R,heel,1.26,,,
1/21/2020,R29,Adidas Nizza(50A syn) white,R,heel,1.19,,,
1/21/2020,R29,Adidas Nizza(50A syn) white,R,ball,2.75,,,
1/21/2020,R29,Adidas Nizza(50A syn) white,R,ball,2.78,,,
1/21/2020,R29,Adidas Nizza(50A syn) white,R,ball,2.78,,,
1/21/2020,R29,Adidas Nizza(50A syn) white,R,outer_arch,2.99,,,
1/21/2020,R29,Adidas Nizza(50A syn) white,R,outer_arch,2.98,,,
1/21/2020,R29,Adidas Nizza(50A syn) white,R,outer_arch,2.73,,,
1/21/2020,R29,Adidas Nizza(50A syn) white,R,tip,2.91,,,
1/21/2020,R29,Adidas Nizza(50A syn) white,R,tip,2.95,,,
1/21/2020,R29,Adidas Nizza(50A syn) white,R,tip,2.84,,,
1/21/2020,L29,Adidas Nizza(50A syn) white,L,heel,1.13,,,
1/21/2020,L29,Adidas Nizza(50A syn) white,L,heel,1.16,,,
1/21/2020,L29,Adidas Nizza(50A syn) white,L,heel,1.01,,,
1/21/2020,L29,Adidas Nizza(50A syn) white,L,ball,3.06,,,
1/21/2020,L29,Adidas Nizza(50A syn) white,L,ball,3.04,,,
1/21/2020,L29,Adidas Nizza(50A syn) white,L,ball,2.88,,,
1/21/2020,L29,Adidas Nizza(50A syn) white,L,outer_arch,3.06,,,
1/21/2020,L29,Adidas Nizza(50A syn) white,L,outer_arch,2.95,,,
1/21/2020,L29,Adidas Nizza(50A syn) white,L,outer_arch,3.10,,,
1/21/2020,L29,Adidas Nizza(50A syn) white,L,tip,2.94,,,
1/21/2020,L29,Adidas Nizza(50A syn) white,L,tip,2.83,,,
1/21/2020,L29,Adidas Nizza(50A syn) white,L,tip,2.96,,,
1/21/2020,R28,Adidas Nizza(50A syn) white,R,heel,1.45,,,
1/21/2020,R28,Adidas Nizza(50A syn) white,R,heel,1.66,,,
1/21/2020,R28,Adidas Nizza(50A syn) white,R,heel,1.22,,,
1/21/2020,R28,Adidas Nizza(50A syn) white,R,ball,3.15,,,
1/21/2020,R28,Adidas Nizza(50A syn) white,R,ball,3.11,,,
1/21/2020,R28,Adidas Nizza(50A syn) white,R,ball,3.08,,,
1/21/2020,R28,Adidas Nizza(50A syn) white,R,outer_arch,3.16,,,
1/21/2020,R28,Adidas Nizza(50A syn) white,R,outer_arch,3.04,,,
1/21/2020,R28,Adidas Nizza(50A syn) white,R,outer_arch,3.04,,,
1/21/2020,R28,Adidas Nizza(50A syn) white,R,tip,2.75,,,
1/21/2020,R28,Adidas Nizza(50A syn) white,R,tip,2.64,,,
1/21/2020,R28,Adidas Nizza(50A syn) white,R,tip,2.80,,,
1/21/2020,L28,Adidas Nizza(50A syn) white,L,heel,1.64,,,
1/21/2020,L28,Adidas Nizza(50A syn) white,L,heel,1.58,,,
1/21/2020,L28,Adidas Nizza(50A syn) white,L,heel,1.60,,,
1/21/2020,L28,Adidas Nizza(50A syn) white,L,ball,3.19,,,
1/21/2020,L28,Adidas Nizza(50A syn) white,L,ball,2.98,,,
1/21/2020,L28,Adidas Nizza(50A syn) white,L,ball,3.01,,,
1/21/2020,L28,Adidas Nizza(50A syn) white,L,outer_arch,2.94,,,
1/21/2020,L28,Adidas Nizza(50A syn) white,L,outer_arch,2.87,,,
1/21/2020,L28,Adidas Nizza(50A syn) white,L,outer_arch,2.95,,,
1/21/2020,L28,Adidas Nizza(50A syn) white,L,tip,2.86,,,
1/21/2020,L28,Adidas Nizza(50A syn) white,L,tip,2.85,,,
1/21/2020,L28,Adidas Nizza(50A syn) white,L,tip,2.79,,,
1/21/2020,R48,Adidas Astrarun (60A),R,heel,1.36,,,
1/21/2020,R48,Adidas Astrarun (60A),R,heel,1.37,,,
1/21/2020,R48,Adidas Astrarun (60A),R,heel,1.37,,,
1/21/2020,R48,Adidas Astrarun (60A),R,ball,0.99,,,
1/21/2020,R48,Adidas Astrarun (60A),R,ball,1.13,,,
1/21/2020,R48,Adidas Astrarun (60A),R,ball,1.16,,,
1/21/2020,R48,Adidas Astrarun (60A),R,outer_arch,1.60,,,
1/21/2020,R48,Adidas Astrarun (60A),R,outer_arch,1.59,,,
1/21/2020,R48,Adidas Astrarun (60A),R,outer_arch,1.62,,,
1/21/2020,R48,Adidas Astrarun (60A),R,tip,1.26,,,
1/21/2020,R48,Adidas Astrarun (60A),R,tip,1.18,,,
1/21/2020,R48,Adidas Astrarun (60A),R,tip,1.27,,,
1/21/2020,L48,Adidas Astrarun (60A),L,heel,1.56,,,
1/21/2020,L48,Adidas Astrarun (60A),L,heel,1.60,,,
1/21/2020,L48,Adidas Astrarun (60A),L,heel,1.64,,,
1/21/2020,L48,Adidas Astrarun (60A),L,ball,0.61,,,
1/21/2020,L48,Adidas Astrarun (60A),L,ball,0.62,,,
1/21/2020,L48,Adidas Astrarun (60A),L,ball,0.62,,,
1/21/2020,L48,Adidas Astrarun (60A),L,outer_arch,1.77,,,
1/21/2020,L48,Adidas Astrarun (60A),L,outer_arch,1.75,,,
1/21/2020,L48,Adidas Astrarun (60A),L,outer_arch,1.72,,,
1/21/2020,L48,Adidas Astrarun (60A),L,tip,0.80,,,
1/21/2020,L48,Adidas Astrarun (60A),L,tip,0.72,,,
1/21/2020,L48,Adidas Astrarun (60A),L,tip,1.07,,,
1/21/2020,R49,Adidas Astrarun (60A),R,heel,1.28,,,
1/21/2020,R49,Adidas Astrarun (60A),R,heel,1.28,,,
1/21/2020,R49,Adidas Astrarun (60A),R,heel,1.33,,,
1/21/2020,R49,Adidas Astrarun (60A),R,ball,0.85,,,
1/21/2020,R49,Adidas Astrarun (60A),R,ball,0.87,,,
1/21/2020,R49,Adidas Astrarun (60A),R,ball,0.79,,,
1/21/2020,R49,Adidas Astrarun (60A),R,outer_arch,1.56,,,
1/21/2020,R49,Adidas Astrarun (60A),R,outer_arch,1.49,,,
1/21/2020,R49,Adidas Astrarun (60A),R,outer_arch,1.55,,,
1/21/2020,R49,Adidas Astrarun (60A),R,tip,1.99,,,
1/21/2020,R49,Adidas Astrarun (60A),R,tip,1.90,,,
1/21/2020,R49,Adidas Astrarun (60A),R,tip,1.97,,,
1/21/2020,L49,Adidas Astrarun (60A),L,heel,1.57,,,
1/21/2020,L49,Adidas Astrarun (60A),L,heel,1.68,,,
1/21/2020,L49,Adidas Astrarun (60A),L,heel,1.67,,,
1/21/2020,L49,Adidas Astrarun (60A),L,ball,0.53,,,
1/21/2020,L49,Adidas Astrarun (60A),L,ball,0.43,,,
1/21/2020,L49,Adidas Astrarun (60A),L,ball,0.42,,,
1/21/2020,L49,Adidas Astrarun (60A),L,outer_arch,1.54,,,
1/21/2020,L49,Adidas Astrarun (60A),L,outer_arch,1.60,,,
1/21/2020,L49,Adidas Astrarun (60A),L,outer_arch,1.54,,,
1/21/2020,L49,Adidas Astrarun (60A),L,tip,1.01,,,
1/21/2020,L49,Adidas Astrarun (60A),L,tip,1.02,,,
1/21/2020,L49,Adidas Astrarun (60A),L,tip,1.06,,,
1/21/2020,R36,Ultra Boost Stella,R,heel,1.45,,,
1/21/2020,R36,Ultra Boost Stella,R,heel,1.48,,,
1/21/2020,R36,Ultra Boost Stella,R,heel,1.52,,,
1/21/2020,R36,Ultra Boost Stella,R,ball,1.46,,,
1/21/2020,R36,Ultra Boost Stella,R,ball,1.52,,,
1/21/2020,R36,Ultra Boost Stella,R,ball,1.43,,,
1/21/2020,R36,Ultra Boost Stella,R,outer_arch,1.74,,,
1/21/2020,R36,Ultra Boost Stella,R,outer_arch,1.75,,,
1/21/2020,R36,Ultra Boost Stella,R,outer_arch,1.78,,,
1/21/2020,R36,Ultra Boost Stella,R,tip,1.41,,,
1/21/2020,R36,Ultra Boost Stella,R,tip,1.48,,,
1/21/2020,R36,Ultra Boost Stella,R,tip,1.38,,,
1/21/2020,L36,Ultra Boost Stella,L,heel,1.64,,,
1/21/2020,L36,Ultra Boost Stella,L,heel,1.55,,,
1/21/2020,L36,Ultra Boost Stella,L,heel,1.58,,,
1/21/2020,L36,Ultra Boost Stella,L,ball,1.51,,,
1/21/2020,L36,Ultra Boost Stella,L,ball,1.56,,,
1/21/2020,L36,Ultra Boost Stella,L,ball,1.53,,,
1/21/2020,L36,Ultra Boost Stella,L,outer_arch,1.75,,,
1/21/2020,L36,Ultra Boost Stella,L,outer_arch,1.84,,,
1/21/2020,L36,Ultra Boost Stella,L,outer_arch,1.70,,,
1/21/2020,L36,Ultra Boost Stella,L,tip,1.27,,,
1/21/2020,L36,Ultra Boost Stella,L,tip,1.22,,,
1/21/2020,L36,Ultra Boost Stella,L,tip,1.35,,,
1/21/2020,R01,Reebok Endless Run (womens),R,heel,1.96,,,
1/21/2020,R01,Reebok Endless Run (womens),R,heel,2.01,,,
1/21/2020,R01,Reebok Endless Run (womens),R,heel,1.89,,,
1/21/2020,R01,Reebok Endless Run (womens),R,ball,1.67,,,
1/21/2020,R01,Reebok Endless Run (womens),R,ball,1.66,,,
1/21/2020,R01,Reebok Endless Run (womens),R,ball,1.69,,,
1/21/2020,R01,Reebok Endless Run (womens),R,outer_arch,2.18,,,
1/21/2020,R01,Reebok Endless Run (womens),R,outer_arch,2.11,,,
1/21/2020,R01,Reebok Endless Run (womens),R,outer_arch,2.12,,,
1/21/2020,R01,Reebok Endless Run (womens),R,tip,1.37,,,
1/21/2020,R01,Reebok Endless Run (womens),R,tip,1.42,,,
1/21/2020,R01,Reebok Endless Run (womens),R,tip,1.36,,,
1/21/2020,L01,Reebok Endless Run (womens),L,heel,1.80,,,
1/21/2020,L01,Reebok Endless Run (womens),L,heel,1.82,,,
1/21/2020,L01,Reebok Endless Run (womens),L,heel,1.83,,,
1/21/2020,L01,Reebok Endless Run (womens),L,ball,1.71,,,
1/21/2020,L01,Reebok Endless Run (womens),L,ball,1.73,,,
1/21/2020,L01,Reebok Endless Run (womens),L,ball,1.73,,,
1/21/2020,L01,Reebok Endless Run (womens),L,outer_arch,1.96,,,
1/21/2020,L01,Reebok Endless Run (womens),L,outer_arch,1.96,,,
1/21/2020,L01,Reebok Endless Run (womens),L,outer_arch,1.98,,,
1/21/2020,L01,Reebok Endless Run (womens),L,tip,1.75,,,
1/21/2020,L01,Reebok Endless Run (womens),L,tip,1.73,,,
1/21/2020,L01,Reebok Endless Run (womens),L,tip,1.73,,,
1/21/2020,R66,Adidas Terrex Boat,R,heel,1.43,,,
1/21/2020,R66,Adidas Terrex Boat,R,heel,1.49,,,
1/21/2020,R66,Adidas Terrex Boat,R,heel,1.45,,,
1/21/2020,R66,Adidas Terrex Boat,R,ball,1.33,,,
1/21/2020,R66,Adidas Terrex Boat,R,ball,1.53,,,
1/21/2020,R66,Adidas Terrex Boat,R,ball,1.28,,,
1/21/2020,R66,Adidas Terrex Boat,R,outer_arch,1.74,,,
1/21/2020,R66,Adidas Terrex Boat,R,outer_arch,1.83,,,
1/21/2020,R66,Adidas Terrex Boat,R,outer_arch,1.79,,,
1/21/2020,R66,Adidas Terrex Boat,R,tip,1.69,,,
1/21/2020,R66,Adidas Terrex Boat,R,tip,1.69,,,
1/21/2020,R66,Adidas Terrex Boat,R,tip,1.72,,,
1/21/2020,L66,Adidas Terrex Boat,L,heel,1.47,,,
1/21/2020,L66,Adidas Terrex Boat,L,heel,1.38,,,
1/21/2020,L66,Adidas Terrex Boat,L,heel,1.43,,,
1/21/2020,L66,Adidas Terrex Boat,L,ball,1.37,,,
1/21/2020,L66,Adidas Terrex Boat,L,ball,1.30,,,
1/21/2020,L66,Adidas Terrex Boat,L,ball,1.23,,,
1/21/2020,L66,Adidas Terrex Boat,L,outer_arch,1.67,,,
1/21/2020,L66,Adidas Terrex Boat,L,outer_arch,1.66,,,
1/21/2020,L66,Adidas Terrex Boat,L,outer_arch,1.72,,,
1/21/2020,L66,Adidas Terrex Boat,L,tip,1.63,,,
1/21/2020,L66,Adidas Terrex Boat,L,tip,1.54,,,
1/21/2020,L66,Adidas Terrex Boat,L,tip,1.56,,,
1/21/2020,R79,Reebok Bolton,R,heel,2.00,,,
1/21/2020,R79,Reebok Bolton,R,heel,2.00,,,
1/21/2020,R79,Reebok Bolton,R,heel,2.05,,,
1/21/2020,R79,Reebok Bolton,R,ball,2.85,,,
1/21/2020,R79,Reebok Bolton,R,ball,2.77,,,
1/21/2020,R79,Reebok Bolton,R,ball,2.86,,,
1/21/2020,R79,Reebok Bolton,R,outer_arch,2.97,,,
1/21/2020,R79,Reebok Bolton,R,outer_arch,2.96,,,
1/21/2020,R79,Reebok Bolton,R,outer_arch,2.96,,,
1/21/2020,R79,Reebok Bolton,R,tip,1.17,,,
1/21/2020,R79,Reebok Bolton,R,tip,1.15,,,
1/21/2020,R79,Reebok Bolton,R,tip,1..21,,,
1/21/2020,L79,Reebok Bolton,L,heel,1.91,,,
1/21/2020,L79,Reebok Bolton,L,heel,1.91,,,
1/21/2020,L79,Reebok Bolton,L,heel,1.90,,,
1/21/2020,L79,Reebok Bolton,L,ball,2.78,,,
1/21/2020,L79,Reebok Bolton,L,ball,2.85,,,
1/21/2020,L79,Reebok Bolton,L,ball,2.85,,,
1/21/2020,L79,Reebok Bolton,L,outer_arch,3.08,,,
1/21/2020,L79,Reebok Bolton,L,outer_arch,3.01,,,
1/21/2020,L79,Reebok Bolton,L,outer_arch,2.99,,,
1/21/2020,L79,Reebok Bolton,L,tip,1.45,,,
1/21/2020,L79,Reebok Bolton,L,tip,1.38,,,
1/21/2020,L79,Reebok Bolton,L,tip,1.45,,,
1/21/2020,R21,Adidas ultraBOOST Parley black,R,heel,1.59,,,
1/21/2020,R21,Adidas ultraBOOST Parley black,R,heel,1.58,,,
1/21/2020,R21,Adidas ultraBOOST Parley black,R,heel,1.63,,,
1/21/2020,R21,Adidas ultraBOOST Parley black,R,ball,1.57,,,
1/21/2020,R21,Adidas ultraBOOST Parley black,R,ball,1.49,,,
1/21/2020,R21,Adidas ultraBOOST Parley black,R,ball,1.50,,,
1/21/2020,R21,Adidas ultraBOOST Parley black,R,outer_arch,1.74,,,
1/21/2020,R21,Adidas ultraBOOST Parley black,R,outer_arch,1.70,,,
1/21/2020,R21,Adidas ultraBOOST Parley black,R,outer_arch,1.90,,,
1/21/2020,R21,Adidas ultraBOOST Parley black,R,tip,1.47,,,
1/21/2020,R21,Adidas ultraBOOST Parley black,R,tip,1.41,,,
1/21/2020,R21,Adidas ultraBOOST Parley black,R,tip,1.49,,,
1/21/2020,L21,Adidas ultraBOOST Parley black,L,heel,1.44,,,
1/21/2020,L21,Adidas ultraBOOST Parley black,L,heel,1.43,,,
1/21/2020,L21,Adidas ultraBOOST Parley black,L,heel,1.48,,,
1/21/2020,L21,Adidas ultraBOOST Parley black,L,ball,1.34,,,
1/21/2020,L21,Adidas ultraBOOST Parley black,L,ball,1.32,,,
1/21/2020,L21,Adidas ultraBOOST Parley black,L,ball,1.25,,,
1/21/2020,L21,Adidas ultraBOOST Parley black,L,outer_arch,1.90,,,
1/21/2020,L21,Adidas ultraBOOST Parley black,L,outer_arch,1.84,,,
1/21/2020,L21,Adidas ultraBOOST Parley black,L,outer_arch,1.83,,,
1/21/2020,L21,Adidas ultraBOOST Parley black,L,tip,1.55,,,
1/21/2020,L21,Adidas ultraBOOST Parley black,L,tip,1.56,,,
1/21/2020,L21,Adidas ultraBOOST Parley black,L,tip,1.61,,,
1/23/2020,R10,adidas F/22 Prime Knit,R,heel,1.20,,,
1/23/2020,R10,adidas F/22 Prime Knit,R,heel,1.16,,,
1/23/2020,R10,adidas F/22 Prime Knit,R,heel,1.14,,,
1/23/2020,R10,adidas F/22 Prime Knit,R,ball,1.48,,,
1/23/2020,R10,adidas F/22 Prime Knit,R,ball,1.48,,,
1/23/2020,R10,adidas F/22 Prime Knit,R,ball,1.50,,,
1/23/2020,R10,adidas F/22 Prime Knit,R,outer_arch,1.11,,,
1/23/2020,R10,adidas F/22 Prime Knit,R,outer_arch,1.15,,,
1/23/2020,R10,adidas F/22 Prime Knit,R,outer_arch,1.11,,,
1/23/2020,R10,adidas F/22 Prime Knit,R,tip,0.96,,,
1/23/2020,R10,adidas F/22 Prime Knit,R,tip,0.91,,,
1/23/2020,R10,adidas F/22 Prime Knit,R,tip,0.94,,,
1/23/2020,L10,adidas F/22 Prime Knit,L,heel,1.17,,,
1/23/2020,L10,adidas F/22 Prime Knit,L,heel,1.17,,,
1/23/2020,L10,adidas F/22 Prime Knit,L,heel,1.18,,,
1/23/2020,L10,adidas F/22 Prime Knit,L,ball,1.40,,,
1/23/2020,L10,adidas F/22 Prime Knit,L,ball,1.38,,,
1/23/2020,L10,adidas F/22 Prime Knit,L,ball,1.35,,,
1/23/2020,L10,adidas F/22 Prime Knit,L,outer_arch,1.41,,,
1/23/2020,L10,adidas F/22 Prime Knit,L,outer_arch,1.32,,,
1/23/2020,L10,adidas F/22 Prime Knit,L,outer_arch,1.33,,,
1/23/2020,L10,adidas F/22 Prime Knit,L,tip,1.17,,,
1/23/2020,L10,adidas F/22 Prime Knit,L,tip,1.15,,,
1/23/2020,L10,adidas F/22 Prime Knit,L,tip,1.15,,,
1/23/2020,R08,adidas F/22 Prime Knit,R,heel,1.24,,,
1/23/2020,R08,adidas F/22 Prime Knit,R,heel,1.18,,,
1/23/2020,R08,adidas F/22 Prime Knit,R,heel,1.17,,,
1/23/2020,R08,adidas F/22 Prime Knit,R,ball,1.32,,,
1/23/2020,R08,adidas F/22 Prime Knit,R,ball,1.28,,,
1/23/2020,R08,adidas F/22 Prime Knit,R,ball,1.31,,,
1/23/2020,R08,adidas F/22 Prime Knit,R,outer_arch,1.25,,,
1/23/2020,R08,adidas F/22 Prime Knit,R,outer_arch,1.24,,,
1/23/2020,R08,adidas F/22 Prime Knit,R,outer_arch,1.21,,,
1/23/2020,R08,adidas F/22 Prime Knit,R,tip,1.15,,,
1/23/2020,R08,adidas F/22 Prime Knit,R,tip,1.12,,,
1/23/2020,R08,adidas F/22 Prime Knit,R,tip,1.11,,,
1/23/2020,L10,adidas F/22 Prime Knit,L,heel,1.25,,,
1/23/2020,L10,adidas F/22 Prime Knit,L,heel,1.23,,,
1/23/2020,L10,adidas F/22 Prime Knit,L,heel,1.28,,,
1/23/2020,L10,adidas F/22 Prime Knit,L,ball,1.28,,,
1/23/2020,L10,adidas F/22 Prime Knit,L,ball,1.24,,,
1/23/2020,L10,adidas F/22 Prime Knit,L,ball,1.24,,,
1/23/2020,L10,adidas F/22 Prime Knit,L,outer_arch,1.44,,,
1/23/2020,L10,adidas F/22 Prime Knit,L,outer_arch,1.48,,,
1/23/2020,L10,adidas F/22 Prime Knit,L,outer_arch,1.41,,,
1/23/2020,L10,adidas F/22 Prime Knit,L,tip,1.22,,,
1/23/2020,L10,adidas F/22 Prime Knit,L,tip,1.24,,,
1/23/2020,L10,adidas F/22 Prime Knit,L,tip,1.23,,,
1/23/2020,R20,Adidas ultraBOOST Parley black,R,heel,0.94,,,
1/23/2020,R20,Adidas ultraBOOST Parley black,R,heel,0.98,,,
1/23/2020,R20,Adidas ultraBOOST Parley black,R,heel,0.97,,,
1/23/2020,R20,Adidas ultraBOOST Parley black,R,ball,0.85,,,
1/23/2020,R20,Adidas ultraBOOST Parley black,R,ball,0.97,,,
1/23/2020,R20,Adidas ultraBOOST Parley black,R,ball,0.87,,,
1/23/2020,R20,Adidas ultraBOOST Parley black,R,outer_arch,1.72,,,
1/23/2020,R20,Adidas ultraBOOST Parley black,R,outer_arch,1.60,,,
1/23/2020,R20,Adidas ultraBOOST Parley black,R,outer_arch,1.70,,,
1/23/2020,R20,Adidas ultraBOOST Parley black,R,tip,1.16,,,
1/23/2020,R20,Adidas ultraBOOST Parley black,R,tip,1.14,,,
1/23/2020,R20,Adidas ultraBOOST Parley black,R,tip,1.54,,,
1/23/2020,L20,Adidas ultraBOOST Parley black,L,heel,1.00,,,
1/23/2020,L20,Adidas ultraBOOST Parley black,L,heel,1.02,,,
1/23/2020,L20,Adidas ultraBOOST Parley black,L,heel,1.01,,,
1/23/2020,L20,Adidas ultraBOOST Parley black,L,ball,0.54,,,
1/23/2020,L20,Adidas ultraBOOST Parley black,L,ball,0.54,,,
1/23/2020,L20,Adidas ultraBOOST Parley black,L,ball,0.49,,,
1/23/2020,L20,Adidas ultraBOOST Parley black,L,outer_arch,1.70,,,
1/23/2020,L20,Adidas ultraBOOST Parley black,L,outer_arch,1.71,,,
1/23/2020,L20,Adidas ultraBOOST Parley black,L,outer_arch,1.68,,,
1/23/2020,L20,Adidas ultraBOOST Parley black,L,tip,1.54,,,
1/23/2020,L20,Adidas ultraBOOST Parley black,L,tip,1.44,,,
1/23/2020,L20,Adidas ultraBOOST Parley black,L,tip,1.44,,,
1/23/2020,R25,Adidas ultraBOOST Parley black,R,heel,1.44,,,
1/23/2020,R25,Adidas ultraBOOST Parley black,R,heel,1.39,,,
1/23/2020,R25,Adidas ultraBOOST Parley black,R,heel,1.37,,,
1/23/2020,R25,Adidas ultraBOOST Parley black,R,ball,1.56,,,
1/23/2020,R25,Adidas ultraBOOST Parley black,R,ball,1.56,,,
1/23/2020,R25,Adidas ultraBOOST Parley black,R,ball,1.59,,,
1/23/2020,R25,Adidas ultraBOOST Parley black,R,outer_arch,1.99,,,
1/23/2020,R25,Adidas ultraBOOST Parley black,R,outer_arch,1.83,,,
1/23/2020,R25,Adidas ultraBOOST Parley black,R,outer_arch,1.87,,,
1/23/2020,R25,Adidas ultraBOOST Parley black,R,tip,1.14,,,
1/23/2020,R25,Adidas ultraBOOST Parley black,R,tip,1.36,,,
1/23/2020,R25,Adidas ultraBOOST Parley black,R,tip,1.34,,,
1/23/2020,L25,Adidas ultraBOOST Parley black,L,heel,1.57,,,
1/23/2020,L25,Adidas ultraBOOST Parley black,L,heel,1.57,,,
1/23/2020,L25,Adidas ultraBOOST Parley black,L,heel,1.63,,,
1/23/2020,L25,Adidas ultraBOOST Parley black,L,ball,1.42,,,
1/23/2020,L25,Adidas ultraBOOST Parley black,L,ball,1.38,,,
1/23/2020,L25,Adidas ultraBOOST Parley black,L,ball,1.37,,,
1/23/2020,L25,Adidas ultraBOOST Parley black,L,outer_arch,1.69,,,
1/23/2020,L25,Adidas ultraBOOST Parley black,L,outer_arch,1.65,,,
1/23/2020,L25,Adidas ultraBOOST Parley black,L,outer_arch,1.71,,,
1/23/2020,L25,Adidas ultraBOOST Parley black,L,tip,1.25,,,
1/23/2020,L25,Adidas ultraBOOST Parley black,L,tip,1.17,,,
1/23/2020,L25,Adidas ultraBOOST Parley black,L,tip,1.27,,,
1/23/2020,R23,Adidas ultraBOOST Parley black,R,heel,1.41,,,
1/23/2020,R23,Adidas ultraBOOST Parley black,R,heel,1.33,,,
1/23/2020,R23,Adidas ultraBOOST Parley black,R,heel,1.24,,,
1/23/2020,R23,Adidas ultraBOOST Parley black,R,ball,0.94,,,
1/23/2020,R23,Adidas ultraBOOST Parley black,R,ball,1.06,,,
1/23/2020,R23,Adidas ultraBOOST Parley black,R,ball,1.04,,,
1/23/2020,R23,Adidas ultraBOOST Parley black,R,outer_arch,1.64,,,
1/23/2020,R23,Adidas ultraBOOST Parley black,R,outer_arch,1.62,,,
1/23/2020,R23,Adidas ultraBOOST Parley black,R,outer_arch,1.58,,,
1/23/2020,R23,Adidas ultraBOOST Parley black,R,tip,1.09,,,
1/23/2020,R23,Adidas ultraBOOST Parley black,R,tip,1.11,,,
1/23/2020,R23,Adidas ultraBOOST Parley black,R,tip,1.12,,,
1/23/2020,L23,Adidas ultraBOOST Parley black,L,heel,1.13,,,
1/23/2020,L23,Adidas ultraBOOST Parley black,L,heel,1.13,,,
1/23/2020,L23,Adidas ultraBOOST Parley black,L,heel,1.10,,,
1/23/2020,L23,Adidas ultraBOOST Parley black,L,ball,1.20,,,
1/23/2020,L23,Adidas ultraBOOST Parley black,L,ball,1.19,,,
1/23/2020,L23,Adidas ultraBOOST Parley black,L,ball,1.19,,,
1/23/2020,L23,Adidas ultraBOOST Parley black,L,outer_arch,1.40,,,
1/23/2020,L23,Adidas ultraBOOST Parley black,L,outer_arch,1.55,,,
1/23/2020,L23,Adidas ultraBOOST Parley black,L,outer_arch,1.64,,,
1/23/2020,L23,Adidas ultraBOOST Parley black,L,tip,1.29,,,
1/23/2020,L23,Adidas ultraBOOST Parley black,L,tip,1.22,,,
1/23/2020,L23,Adidas ultraBOOST Parley black,L,tip,1.15,,,
1/23/2020,R24,Adidas ultraBOOST Parley white,R,heel,1.55,,,
1/23/2020,R24,Adidas ultraBOOST Parley white,R,heel,1.59,,,
1/23/2020,R24,Adidas ultraBOOST Parley white,R,heel,1.60,,,
1/23/2020,R24,Adidas ultraBOOST Parley white,R,ball,1.32,,,
1/23/2020,R24,Adidas ultraBOOST Parley white,R,ball,1.29,,,
1/23/2020,R24,Adidas ultraBOOST Parley white,R,ball,1.26,,,
1/23/2020,R24,Adidas ultraBOOST Parley white,R,outer_arch,1.82,,,
1/23/2020,R24,Adidas ultraBOOST Parley white,R,outer_arch,1.77,,,
